date,tweet_body
2022-12-12 01:07:20+00:00,"b""RT @BlackKnight10k: A pedophile groomer who was close to Ron Desantis ends up dead right as he's becoming the frontrunner to challenge Trum\xe2\x80\xa6"""
2022-12-12 01:07:14+00:00,"b'RT @lesleyabravanel: Silence on the sister could be understandable because it\xe2\x80\x99s frankly no one\xe2\x80\x99s business, tho in this day and age a death\xe2\x80\xa6'"
2022-12-12 01:07:11+00:00,b'RT @NEWSMAX: POLL: Florida Gov. Ron DeSantis leads former President Donald Trump in GOP battle to secure 2024 nomination. https://t.co/vLzF\xe2\x80\xa6'
2022-12-12 01:07:08+00:00,b'RT @thedailybeast: Republicans are going after trans people across America. But the potential 2024 contender from Florida is targeting peop\xe2\x80\xa6'
2022-12-12 01:07:05+00:00,b'RT @thedailybeast: Republicans are going after trans people across America. But the potential 2024 contender from Florida is targeting peop\xe2\x80\xa6'
2022-12-12 01:07:03+00:00,"b'RT @kylegriffin1: The man who shared disinformation about Paul Pelosi, allowed hate speech to flourish on his platform, and endorsed Ron De\xe2\x80\xa6'"
2022-12-12 01:06:56+00:00,"b'RT @lesleyabravanel: Silence on the sister could be understandable because it\xe2\x80\x99s frankly no one\xe2\x80\x99s business, tho in this day and age a death\xe2\x80\xa6'"
2022-12-12 01:06:52+00:00,"b'RT @Brick715: #FuckTheNaziGOP\n\nYo Donald Trump, Ron DeSantis, Greg Abbott, Kevin McCarthy, \nMo Brooks, Marjie 3 Names, Lauren Bo Bo Boebert\xe2\x80\xa6'"
2022-12-12 01:06:50+00:00,b'RT @CarlGND1: @DWUhlfelderLaw Why did Ron kidnap and engage in the human trafficking of asylum seekers? Why did he arrest Black voters and\xe2\x80\xa6'
2022-12-12 01:06:45+00:00,"b'RT @kylegriffin1: The man who shared disinformation about Paul Pelosi, allowed hate speech to flourish on his platform, and endorsed Ron De\xe2\x80\xa6'"
2022-12-12 01:06:37+00:00,b'RT @lesleyabravanel: Why are they so cagey about their background? Does anyone know how Ron DeSantis\xe2\x80\x99s sister tragically passed away at age\xe2\x80\xa6'
2022-12-12 01:06:36+00:00,b'RT @realTomBohn: \xe2\x80\x9eGov. Ron DeSantis said that his administration plans to hold vaccine manufacturers accountable for making false claims ab\xe2\x80\xa6'
2022-12-12 01:06:33+00:00,"b'RT @JuddLegum: Musk encouraged everyone to vote Republican in the midterms, endorsed Ron DeSantis for president in 2024, and has repeatedly\xe2\x80\xa6'"
2022-12-12 01:06:28+00:00,"b""RT @BlackKnight10k: A pedophile groomer who was close to Ron Desantis ends up dead right as he's becoming the frontrunner to challenge Trum\xe2\x80\xa6"""
2022-12-12 01:06:27+00:00,"b'RT @ZiggyStard21st: Florida erkl\xc3\xa4rt Pfizer, Moderna und allen anderen mRNA-Verbrechern den Krieg. \n\nFlorida wird den Genozid als erster Sta\xe2\x80\xa6'"
2022-12-12 01:06:26+00:00,"b'RT @ben_rosen: musk: we must stop the woke mind virus, i hate unions and trans people, we need a republican congress, i will vote for ron d\xe2\x80\xa6'"
2022-12-12 01:06:24+00:00,"b'RT @TheRealNews: ""Not only that, but he was present for beatings, present for force feedings and other forms of torture. As Mansoor describ\xe2\x80\xa6'"
2022-12-12 01:06:11+00:00,"b'RT @DWUhlfelderLaw: Kent Stermon, aka Ron DeSantis\xe2\x80\x99 bestie, killed himself on Thursday. He was under criminal investigation for sex crimes'"
2022-12-12 01:05:53+00:00,b'RT @thedailybeast: Republicans are going after trans people across America. But the potential 2024 contender from Florida is targeting peop\xe2\x80\xa6'
2022-12-12 01:05:51+00:00,"b'RT @JHFonseca: # CASOS DE MIOCARDITE NA FL\xc3\x93RIDA AUMENTAM EM 86% ENTRE JOVENS DE 18 E 39 ANOS, AP\xc3\x93S A VACINA\xc3\x87\xc3\x83O COM mRNA (PFIZER E MODERNA).\xe2\x80\xa6'"
2022-12-12 01:05:46+00:00,b'RT @thedailybeast: Republicans are going after trans people across America. But the potential 2024 contender from Florida is targeting peop\xe2\x80\xa6'
2022-12-12 01:05:39+00:00,"b""RT @BlackKnight10k: A pedophile groomer who was close to Ron Desantis ends up dead right as he's becoming the frontrunner to challenge Trum\xe2\x80\xa6"""
2022-12-12 01:05:35+00:00,b'RT @ProudElephantUS: Ron DeSantis on Joe Biden saying there are \xe2\x80\x9cmore important things going on\xe2\x80\x9d than the southern border crisis: \xe2\x80\x9cFY 2022\xe2\x80\xa6'
2022-12-12 01:05:33+00:00,"b'RT @JHFonseca: # CASOS DE MIOCARDITE NA FL\xc3\x93RIDA AUMENTAM EM 86% ENTRE JOVENS DE 18 E 39 ANOS, AP\xc3\x93S A VACINA\xc3\x87\xc3\x83O COM mRNA (PFIZER E MODERNA).\xe2\x80\xa6'"
2022-12-12 01:05:33+00:00,"b""RT @BlackKnight10k: A pedophile groomer who was close to Ron Desantis ends up dead right as he's becoming the frontrunner to challenge Trum\xe2\x80\xa6"""
2022-12-12 01:05:32+00:00,"b'RT @FLVoiceNews: Ron DeSantis: ""We are gonna work to hold these manufacturers accountable for this mRNA because they said there was no side\xe2\x80\xa6'"
2022-12-12 01:05:24+00:00,b'Republicans are going after trans people across America. But the potential 2024 contender from Florida is targeting\xe2\x80\xa6 https://t.co/ukALu8yu50'
2022-12-12 01:05:23+00:00,"b""RT @BlackKnight10k: A pedophile groomer who was close to Ron Desantis ends up dead right as he's becoming the frontrunner to challenge Trum\xe2\x80\xa6"""
2022-12-12 01:05:19+00:00,"b'RT @DWUhlfelderLaw: Kent Stermon, aka Ron DeSantis\xe2\x80\x99 bestie, killed himself on Thursday. He was under criminal investigation for sex crimes'"
2022-12-12 01:04:57+00:00,"b""RT @BlackKnight10k: A pedophile groomer who was close to Ron Desantis ends up dead right as he's becoming the frontrunner to challenge Trum\xe2\x80\xa6"""
2022-12-12 01:04:49+00:00,b'RT @lesleyabravanel: Why are they so cagey about their background? Does anyone know how Ron DeSantis\xe2\x80\x99s sister tragically passed away at age\xe2\x80\xa6'
2022-12-12 01:04:39+00:00,"b""RT @atrupar: MUSK: libs have the woke mind virus\nNYT ...\nMUSK: I'm literally urging you to vote Republican\nNYT ...\nMUSK: *high-fives every\xe2\x80\xa6"""
2022-12-12 01:04:38+00:00,"b'RT @kylegriffin1: The man who shared disinformation about Paul Pelosi, allowed hate speech to flourish on his platform, and endorsed Ron De\xe2\x80\xa6'"
2022-12-12 01:04:37+00:00,"b""RT @atrupar: MUSK: libs have the woke mind virus\nNYT ...\nMUSK: I'm literally urging you to vote Republican\nNYT ...\nMUSK: *high-fives every\xe2\x80\xa6"""
2022-12-12 01:04:32+00:00,b'RT @ProudElephantUS: Ron DeSantis on Joe Biden saying there are \xe2\x80\x9cmore important things going on\xe2\x80\x9d than the southern border crisis: \xe2\x80\x9cFY 2022\xe2\x80\xa6'
2022-12-12 01:04:20+00:00,b'We have all seen what rebublican can do when in charge we have seen what democrats have done why in charge both a f\xe2\x80\xa6 https://t.co/xvSJRK9xLl'
2022-12-12 01:04:06+00:00,"b""RT @thebradfordfile: Twitter should have listened to Rand Paul, Ron DeSantis, and Joe Rogan during covid. They pushed Fauci's lies instead."""
2022-12-12 01:03:57+00:00,b'RT @LuannaSheridan1: DeSantis\xe2\x80\x99s gerrymandered map is why we lost the House. No Governor has ever thrown out the re-districting map &amp; had hi\xe2\x80\xa6'
2022-12-12 01:03:33+00:00,b'RT @ProudElephantUS: Ron DeSantis on Joe Biden saying there are \xe2\x80\x9cmore important things going on\xe2\x80\x9d than the southern border crisis: \xe2\x80\x9cFY 2022\xe2\x80\xa6'
2022-12-12 01:03:33+00:00,b'RT @ProudElephantUS: Ron DeSantis on Joe Biden saying there are \xe2\x80\x9cmore important things going on\xe2\x80\x9d than the southern border crisis: \xe2\x80\x9cFY 2022\xe2\x80\xa6'
2022-12-12 01:03:31+00:00,"b""@NorthernTails1 Yuppers.  No accountability anymore.  Until then it's gonna happen.  Piss poor mayor's governor's a\xe2\x80\xa6 https://t.co/uHEgMIWB3B"""
2022-12-12 01:03:26+00:00,"b'RT @kylegriffin1: The man who shared disinformation about Paul Pelosi, allowed hate speech to flourish on his platform, and endorsed Ron De\xe2\x80\xa6'"
2022-12-12 01:03:18+00:00,"b'RT @kylegriffin1: The man who shared disinformation about Paul Pelosi, allowed hate speech to flourish on his platform, and endorsed Ron De\xe2\x80\xa6'"
2022-12-12 01:03:15+00:00,"b""RT @atrupar: MUSK: libs have the woke mind virus\nNYT ...\nMUSK: I'm literally urging you to vote Republican\nNYT ...\nMUSK: *high-fives every\xe2\x80\xa6"""
2022-12-12 01:03:14+00:00,"b""RT @atrupar: MUSK: libs have the woke mind virus\nNYT ...\nMUSK: I'm literally urging you to vote Republican\nNYT ...\nMUSK: *high-fives every\xe2\x80\xa6"""
2022-12-12 01:03:10+00:00,"b'RT @kylegriffin1: The man who shared disinformation about Paul Pelosi, allowed hate speech to flourish on his platform, and endorsed Ron De\xe2\x80\xa6'"
2022-12-12 01:03:08+00:00,"b""RT @atrupar: MUSK: libs have the woke mind virus\nNYT ...\nMUSK: I'm literally urging you to vote Republican\nNYT ...\nMUSK: *high-fives every\xe2\x80\xa6"""
2022-12-12 01:03:06+00:00,"b'RT @kylegriffin1: The man who shared disinformation about Paul Pelosi, allowed hate speech to flourish on his platform, and endorsed Ron De\xe2\x80\xa6'"
2022-12-12 01:03:03+00:00,b'RT @yongbuyanqi009: \xe4\xbb\x8a\xe6\x99\x9a\xe5\xb7\xb2\xe5\xb0\x87\xe6\x9d\x8e\xe5\xba\xb7\xe5\xa4\xa2\xe8\xa2\xab\xe8\xad\xa6\xe5\xaf\x9f\xe8\xbc\xaa\xe5\xa5\xb8\xe7\x9a\x84\xe8\xad\xa6\xe5\xaf\x9f\xe8\x87\xaa\xe5\xb7\xb1\xe7\x9a\x84\xe5\xb8\x96\xe6\x88\xaa\xe5\xb1\x8f\xe7\x99\xbc\xe7\xb5\xa6\xe4\xba\x86\xe4\xbd\xa9\xe7\xbe\x85\xe8\xa5\xbfNancy Pelosi\xef\xbc\x8c\xe9\xa6\xac\xe6\x96\xaf\xe5\x85\x8bElon Musk\xef\xbc\x8c\xe4\xbd\x9b\xe7\xbe\x85\xe9\x87\x8c\xe9\x81\x94\xe5\xb7\x9e\xe9\x95\xb7Ron DeSantis\xef\xbc\x8c\xe9\x87\x8d\xe9\x87\x8f\xe7\xb4\x9a\xe5\x8f\x83\xe8\xad\xb0\xe5\x93\xa1\xe6\xb3\xb0\xe5\xbe\xb7-\xe5\x85\x8b\xe9\xad\xaf\xe5\x85\xb9Ted Cruz\xef\xbc\x8c\xe9\xa6\xac\xe5\x85\x8b-\xe7\x9b\xa7\xe6\xaf\x94\xe5\xa5\xa7Marco Rubio\xe5\x92\x8c\xe8\x98\xad\xe5\xbe\xb7-\xe4\xbf\x9d\xe7\xbe\x85Ran\xe2\x80\xa6'
2022-12-12 01:02:44+00:00,"b'RT @AliMCollins: So, with support from national conservative activists (and Governors), Bay Area billionaires and corporate privatizers inv\xe2\x80\xa6'"
2022-12-12 01:02:44+00:00,b'RT @ProudElephantUS: Ron DeSantis on Joe Biden saying there are \xe2\x80\x9cmore important things going on\xe2\x80\x9d than the southern border crisis: \xe2\x80\x9cFY 2022\xe2\x80\xa6'
2022-12-12 01:02:41+00:00,"b'RT @kylegriffin1: The man who shared disinformation about Paul Pelosi, allowed hate speech to flourish on his platform, and endorsed Ron De\xe2\x80\xa6'"
2022-12-12 01:02:36+00:00,"b""RT @atrupar: MUSK: libs have the woke mind virus\nNYT ...\nMUSK: I'm literally urging you to vote Republican\nNYT ...\nMUSK: *high-fives every\xe2\x80\xa6"""
2022-12-12 01:02:33+00:00,"b'RT @kylegriffin1: The man who shared disinformation about Paul Pelosi, allowed hate speech to flourish on his platform, and endorsed Ron De\xe2\x80\xa6'"
2022-12-12 01:02:32+00:00,b'@joncoopertweets Dr Fauci was a willing dupe who\xe2\x80\x99s job SHOULD have been to provide info to the president. The presi\xe2\x80\xa6 https://t.co/cfGZCgrB90'
2022-12-12 01:02:30+00:00,b'Ron \xe2\x80\x9cFlorida is where woke goes to die\xe2\x80\x9d DeSantis? That guy is getting double digit Dem support? https://t.co/GApunZiOyL'
2022-12-12 01:02:29+00:00,"b'RT @kylegriffin1: The man who shared disinformation about Paul Pelosi, allowed hate speech to flourish on his platform, and endorsed Ron De\xe2\x80\xa6'"
2022-12-12 01:02:28+00:00,"b'Disney World DENIED | Ron Desantis ""No U-Turn"" on Reedy Creek | UPDATE https://t.co/vONk03OWeG via @YouTube'"
2022-12-12 01:02:24+00:00,b'@LakotaMan1 @lyndabbarack Ron DeSantis the reason I left for New Mexico.'
2022-12-12 01:02:22+00:00,"b'RT @kylegriffin1: The man who shared disinformation about Paul Pelosi, allowed hate speech to flourish on his platform, and endorsed Ron De\xe2\x80\xa6'"
2022-12-12 01:02:21+00:00,"b'RT @kylegriffin1: The man who shared disinformation about Paul Pelosi, allowed hate speech to flourish on his platform, and endorsed Ron De\xe2\x80\xa6'"
2022-12-12 01:02:05+00:00,"b""RT @atrupar: MUSK: libs have the woke mind virus\nNYT ...\nMUSK: I'm literally urging you to vote Republican\nNYT ...\nMUSK: *high-fives every\xe2\x80\xa6"""
2022-12-12 01:01:58+00:00,b'RT @lesleyabravanel: Why are they so cagey about their background? Does anyone know how Ron DeSantis\xe2\x80\x99s sister tragically passed away at age\xe2\x80\xa6'
2022-12-12 01:01:58+00:00,b'RT @ProudElephantUS: Ron DeSantis on Joe Biden saying there are \xe2\x80\x9cmore important things going on\xe2\x80\x9d than the southern border crisis: \xe2\x80\x9cFY 2022\xe2\x80\xa6'
2022-12-12 01:01:56+00:00,"b""RT @atrupar: MUSK: libs have the woke mind virus\nNYT ...\nMUSK: I'm literally urging you to vote Republican\nNYT ...\nMUSK: *high-fives every\xe2\x80\xa6"""
2022-12-12 01:01:55+00:00,b'RT @ProudElephantUS: Ron DeSantis on Joe Biden saying there are \xe2\x80\x9cmore important things going on\xe2\x80\x9d than the southern border crisis: \xe2\x80\x9cFY 2022\xe2\x80\xa6'
2022-12-12 01:01:52+00:00,"b""RT @atrupar: MUSK: libs have the woke mind virus\nNYT ...\nMUSK: I'm literally urging you to vote Republican\nNYT ...\nMUSK: *high-fives every\xe2\x80\xa6"""
2022-12-12 01:01:49+00:00,"b'RT @Remarks: JUST IN: Florida Governor Ron DeSantis says he will hold COVID vaccine creators ""accountable"" for side effects.'"
2022-12-12 01:01:48+00:00,"b'RT @kylegriffin1: The man who shared disinformation about Paul Pelosi, allowed hate speech to flourish on his platform, and endorsed Ron De\xe2\x80\xa6'"
2022-12-12 01:01:47+00:00,"b'RT @kylegriffin1: The man who shared disinformation about Paul Pelosi, allowed hate speech to flourish on his platform, and endorsed Ron De\xe2\x80\xa6'"
2022-12-12 01:01:40+00:00,b'RT @ProudElephantUS: Ron DeSantis on Joe Biden saying there are \xe2\x80\x9cmore important things going on\xe2\x80\x9d than the southern border crisis: \xe2\x80\x9cFY 2022\xe2\x80\xa6'
2022-12-12 01:01:39+00:00,b'RT @MSNBC: Ron DeSantis has managed to get himself into a costly quagmire with his Martha\xe2\x80\x99s Vineyard stunt. (via @thereidout Blog) https://\xe2\x80\xa6'
2022-12-12 01:01:33+00:00,b'RT @yongbuyanqi009: \xe4\xbb\x8a\xe6\x99\x9a\xe5\xb7\xb2\xe5\xb0\x87\xe6\x9d\x8e\xe5\xba\xb7\xe5\xa4\xa2\xe8\xa2\xab\xe8\xad\xa6\xe5\xaf\x9f\xe8\xbc\xaa\xe5\xa5\xb8\xe7\x9a\x84\xe8\xad\xa6\xe5\xaf\x9f\xe8\x87\xaa\xe5\xb7\xb1\xe7\x9a\x84\xe5\xb8\x96\xe6\x88\xaa\xe5\xb1\x8f\xe7\x99\xbc\xe7\xb5\xa6\xe4\xba\x86\xe4\xbd\xa9\xe7\xbe\x85\xe8\xa5\xbfNancy Pelosi\xef\xbc\x8c\xe9\xa6\xac\xe6\x96\xaf\xe5\x85\x8bElon Musk\xef\xbc\x8c\xe4\xbd\x9b\xe7\xbe\x85\xe9\x87\x8c\xe9\x81\x94\xe5\xb7\x9e\xe9\x95\xb7Ron DeSantis\xef\xbc\x8c\xe9\x87\x8d\xe9\x87\x8f\xe7\xb4\x9a\xe5\x8f\x83\xe8\xad\xb0\xe5\x93\xa1\xe6\xb3\xb0\xe5\xbe\xb7-\xe5\x85\x8b\xe9\xad\xaf\xe5\x85\xb9Ted Cruz\xef\xbc\x8c\xe9\xa6\xac\xe5\x85\x8b-\xe7\x9b\xa7\xe6\xaf\x94\xe5\xa5\xa7Marco Rubio\xe5\x92\x8c\xe8\x98\xad\xe5\xbe\xb7-\xe4\xbf\x9d\xe7\xbe\x85Ran\xe2\x80\xa6'
2022-12-12 01:01:24+00:00,"b'RT @TRUTHSEEKERS111: Rupert Murdoch urges Donald Trump not to run in 2024, threatening to back a Democrat if he does.  Is Fox News no longe\xe2\x80\xa6'"
2022-12-12 01:01:18+00:00,"b""RT @atrupar: MUSK: libs have the woke mind virus\nNYT ...\nMUSK: I'm literally urging you to vote Republican\nNYT ...\nMUSK: *high-fives every\xe2\x80\xa6"""
2022-12-12 01:01:18+00:00,"b""Told By Ron DeSantis \xe2\x80\x98Nobody Wants To Hear From You,\xe2\x80\x99 Now He's Headed To Congress - HuffPost https://t.co/Qq92IyeCgO"""
2022-12-12 01:01:16+00:00,"b'RT @kylegriffin1: The man who shared disinformation about Paul Pelosi, allowed hate speech to flourish on his platform, and endorsed Ron De\xe2\x80\xa6'"
2022-12-12 01:00:56+00:00,b'RT @ProudElephantUS: Ron DeSantis on Joe Biden saying there are \xe2\x80\x9cmore important things going on\xe2\x80\x9d than the southern border crisis: \xe2\x80\x9cFY 2022\xe2\x80\xa6'
2022-12-12 01:00:52+00:00,b'RT @ProudElephantUS: Ron DeSantis on Joe Biden saying there are \xe2\x80\x9cmore important things going on\xe2\x80\x9d than the southern border crisis: \xe2\x80\x9cFY 2022\xe2\x80\xa6'
2022-12-12 01:00:46+00:00,b'RT @ProudElephantUS: Ron DeSantis on Joe Biden saying there are \xe2\x80\x9cmore important things going on\xe2\x80\x9d than the southern border crisis: \xe2\x80\x9cFY 2022\xe2\x80\xa6'
2022-12-12 01:00:45+00:00,b'RT @ProudElephantUS: Ron DeSantis on Joe Biden saying there are \xe2\x80\x9cmore important things going on\xe2\x80\x9d than the southern border crisis: \xe2\x80\x9cFY 2022\xe2\x80\xa6'
2022-12-12 01:00:38+00:00,"b'RT @JHFonseca: # CASOS DE MIOCARDITE NA FL\xc3\x93RIDA AUMENTAM EM 86% ENTRE JOVENS DE 18 E 39 ANOS, AP\xc3\x93S A VACINA\xc3\x87\xc3\x83O COM mRNA (PFIZER E MODERNA).\xe2\x80\xa6'"
2022-12-12 01:00:35+00:00,"b'RT @Fremdenlegionr1: @Karl_Lauterbach Sage mal Karl, was ist da los, mit deinem Busenfreund #Fauci \xf0\x9f\x8d\xbf \n\nRon DeSantis #Florida will #mRNA Imp\xe2\x80\xa6'"
2022-12-12 01:00:30+00:00,b'RT @ProudElephantUS: Ron DeSantis on Joe Biden saying there are \xe2\x80\x9cmore important things going on\xe2\x80\x9d than the southern border crisis: \xe2\x80\x9cFY 2022\xe2\x80\xa6'
2022-12-12 01:00:19+00:00,b'Ron DeSantis being a secret serial killer is an even more unhinged theory than Trump hiding nuclear secrets in Ivan\xe2\x80\xa6 https://t.co/XuwTmcUx9G'
2022-12-12 01:00:07+00:00,"b'RT @JHFonseca: # CASOS DE MIOCARDITE NA FL\xc3\x93RIDA AUMENTAM EM 86% ENTRE JOVENS DE 18 E 39 ANOS, AP\xc3\x93S A VACINA\xc3\x87\xc3\x83O COM mRNA (PFIZER E MODERNA).\xe2\x80\xa6'"
2022-12-12 01:00:01+00:00,b'Ron DeSantis on Joe Biden saying there are \xe2\x80\x9cmore important things going on\xe2\x80\x9d than the southern border crisis: \xe2\x80\x9cFY 20\xe2\x80\xa6 https://t.co/QSExR4eRVh'
2022-12-12 00:59:49+00:00,b'DeSantis acts tough. Actually he gets defensive easily. Any perceived slight gets him all riled up. Usually results\xe2\x80\xa6 https://t.co/XeCOCraXeQ'
2022-12-12 00:59:34+00:00,"b'RT @SethCotlar: For folks who were alive in the 1980s or 1990s, whenever you hear a politician like Ron DeSantis refer to ""woke gender ideo\xe2\x80\xa6'"
2022-12-12 00:59:31+00:00,b'RT @JamesMelville: \xe2\x80\x9cThings like the World Economic Forum: those policies are dead on arrival in the state of Florida. We are not going to g\xe2\x80\xa6'
2022-12-12 00:59:17+00:00,"b'RT @kylegriffin1: The man who shared disinformation about Paul Pelosi, allowed hate speech to flourish on his platform, and endorsed Ron De\xe2\x80\xa6'"
2022-12-12 00:59:13+00:00,"b""Told By Ron DeSantis \xe2\x80\x98Nobody Wants To Hear From You,\xe2\x80\x99 Now He's Headed To Congress - HuffPost https://t.co/t0saciClwW"""
2022-12-12 00:59:00+00:00,"b'RT @DWUhlfelderLaw: Kent Stermon, aka Ron DeSantis\xe2\x80\x99 bestie, killed himself on Thursday. He was under criminal investigation for sex crimes'"
2022-12-12 00:58:53+00:00,"b'RT @Brick715: #FuckTheNaziGOP\n\nYo Donald Trump, Ron DeSantis, Greg Abbott, Kevin McCarthy, \nMo Brooks, Marjie 3 Names, Lauren Bo Bo Boebert\xe2\x80\xa6'"
2022-12-12 00:58:51+00:00,"b""Told By Ron DeSantis \xe2\x80\x98Nobody Wants To Hear From You,\xe2\x80\x99 Now He's Headed To Congress - HuffPost https://t.co/4sWN4EzDy3"""
2022-12-12 00:58:40+00:00,b'RT @yongbuyanqi009: \xe4\xbb\x8a\xe6\x99\x9a\xe5\xb7\xb2\xe5\xb0\x87\xe6\x9d\x8e\xe5\xba\xb7\xe5\xa4\xa2\xe8\xa2\xab\xe8\xad\xa6\xe5\xaf\x9f\xe8\xbc\xaa\xe5\xa5\xb8\xe7\x9a\x84\xe8\xad\xa6\xe5\xaf\x9f\xe8\x87\xaa\xe5\xb7\xb1\xe7\x9a\x84\xe5\xb8\x96\xe6\x88\xaa\xe5\xb1\x8f\xe7\x99\xbc\xe7\xb5\xa6\xe4\xba\x86\xe4\xbd\xa9\xe7\xbe\x85\xe8\xa5\xbfNancy Pelosi\xef\xbc\x8c\xe9\xa6\xac\xe6\x96\xaf\xe5\x85\x8bElon Musk\xef\xbc\x8c\xe4\xbd\x9b\xe7\xbe\x85\xe9\x87\x8c\xe9\x81\x94\xe5\xb7\x9e\xe9\x95\xb7Ron DeSantis\xef\xbc\x8c\xe9\x87\x8d\xe9\x87\x8f\xe7\xb4\x9a\xe5\x8f\x83\xe8\xad\xb0\xe5\x93\xa1\xe6\xb3\xb0\xe5\xbe\xb7-\xe5\x85\x8b\xe9\xad\xaf\xe5\x85\xb9Ted Cruz\xef\xbc\x8c\xe9\xa6\xac\xe5\x85\x8b-\xe7\x9b\xa7\xe6\xaf\x94\xe5\xa5\xa7Marco Rubio\xe5\x92\x8c\xe8\x98\xad\xe5\xbe\xb7-\xe4\xbf\x9d\xe7\xbe\x85Ran\xe2\x80\xa6'
2022-12-12 00:58:39+00:00,b'RT @NFG_1998: @FrantzRantz @EndWokeness I\xe2\x80\x99m what way is desantis \xe2\x80\x9cjust like trump\xe2\x80\x9d? \n\nTrumps claim to fame was bringing jobs back home and\xe2\x80\xa6'
2022-12-12 00:58:38+00:00,b'RT @MSNBC: Ron DeSantis has managed to get himself into a costly quagmire with his Martha\xe2\x80\x99s Vineyard stunt. (via @thereidout Blog) https://\xe2\x80\xa6'
2022-12-12 00:58:24+00:00,"b'RT @FLVoiceNews: Ron DeSantis: ""We are gonna work to hold these manufacturers accountable for this mRNA because they said there was no side\xe2\x80\xa6'"
2022-12-12 00:58:14+00:00,"b'RT @kylegriffin1: The man who shared disinformation about Paul Pelosi, allowed hate speech to flourish on his platform, and endorsed Ron De\xe2\x80\xa6'"
2022-12-12 00:58:04+00:00,"b'RT @kylegriffin1: The man who shared disinformation about Paul Pelosi, allowed hate speech to flourish on his platform, and endorsed Ron De\xe2\x80\xa6'"
2022-12-12 00:58:01+00:00,b'Ron DeSantis              Doomers\n                             \xf0\x9f\xa4\x9d https://t.co/iyFwhtNJiZ'
2022-12-12 00:57:48+00:00,"b'RT @arielmou: El enemigo en casa: qui\xc3\xa9n es Ron DeSantis, la peor pesadilla de Trump | Ideas | EL PA\xc3\x8dS https://t.co/5pTP4S0phE'"
2022-12-12 00:57:47+00:00,"b'RT @kylegriffin1: The man who shared disinformation about Paul Pelosi, allowed hate speech to flourish on his platform, and endorsed Ron De\xe2\x80\xa6'"
2022-12-12 00:57:46+00:00,"b'RT @kylegriffin1: The man who shared disinformation about Paul Pelosi, allowed hate speech to flourish on his platform, and endorsed Ron De\xe2\x80\xa6'"
2022-12-12 00:57:40+00:00,"b""RT @BlackKnight10k: A pedophile groomer who was close to Ron Desantis ends up dead right as he's becoming the frontrunner to challenge Trum\xe2\x80\xa6"""
2022-12-12 00:57:32+00:00,"b""RT @BlackKnight10k: A pedophile groomer who was close to Ron Desantis ends up dead right as he's becoming the frontrunner to challenge Trum\xe2\x80\xa6"""
2022-12-12 00:57:25+00:00,"b'RT @JuddLegum: Musk encouraged everyone to vote Republican in the midterms, endorsed Ron DeSantis for president in 2024, and has repeatedly\xe2\x80\xa6'"
2022-12-12 00:57:24+00:00,"b'@Karl_Lauterbach Sage mal Karl, was ist da los, mit deinem Busenfreund #Fauci \xf0\x9f\x8d\xbf \n\nRon DeSantis #Florida will #mRNA\xe2\x80\xa6 https://t.co/Y9ECWyyKVO'"
2022-12-12 00:57:07+00:00,"b'RT @TheRealNews: ""Not only that, but he was present for beatings, present for force feedings and other forms of torture. As Mansoor describ\xe2\x80\xa6'"
2022-12-12 00:56:30+00:00,"b'RT @DWUhlfelderLaw: Kent Stermon, aka Ron DeSantis\xe2\x80\x99 bestie, killed himself on Thursday. He was under criminal investigation for sex crimes'"
2022-12-12 00:56:28+00:00,"b'RT @kylegriffin1: The man who shared disinformation about Paul Pelosi, allowed hate speech to flourish on his platform, and endorsed Ron De\xe2\x80\xa6'"
2022-12-12 00:56:27+00:00,b'RT @yongbuyanqi009: \xe4\xbb\x8a\xe6\x99\x9a\xe5\xb7\xb2\xe5\xb0\x87\xe6\x9d\x8e\xe5\xba\xb7\xe5\xa4\xa2\xe8\xa2\xab\xe8\xad\xa6\xe5\xaf\x9f\xe8\xbc\xaa\xe5\xa5\xb8\xe7\x9a\x84\xe8\xad\xa6\xe5\xaf\x9f\xe8\x87\xaa\xe5\xb7\xb1\xe7\x9a\x84\xe5\xb8\x96\xe6\x88\xaa\xe5\xb1\x8f\xe7\x99\xbc\xe7\xb5\xa6\xe4\xba\x86\xe4\xbd\xa9\xe7\xbe\x85\xe8\xa5\xbfNancy Pelosi\xef\xbc\x8c\xe9\xa6\xac\xe6\x96\xaf\xe5\x85\x8bElon Musk\xef\xbc\x8c\xe4\xbd\x9b\xe7\xbe\x85\xe9\x87\x8c\xe9\x81\x94\xe5\xb7\x9e\xe9\x95\xb7Ron DeSantis\xef\xbc\x8c\xe9\x87\x8d\xe9\x87\x8f\xe7\xb4\x9a\xe5\x8f\x83\xe8\xad\xb0\xe5\x93\xa1\xe6\xb3\xb0\xe5\xbe\xb7-\xe5\x85\x8b\xe9\xad\xaf\xe5\x85\xb9Ted Cruz\xef\xbc\x8c\xe9\xa6\xac\xe5\x85\x8b-\xe7\x9b\xa7\xe6\xaf\x94\xe5\xa5\xa7Marco Rubio\xe5\x92\x8c\xe8\x98\xad\xe5\xbe\xb7-\xe4\xbf\x9d\xe7\xbe\x85Ran\xe2\x80\xa6'
2022-12-12 00:56:22+00:00,"b'RT @DeanObeidallah: Elon musk now supports Ron DeSantis who banned books, banned abortion, banned saying gay, used state power to punish Di\xe2\x80\xa6'"
