date,tweet_body
2022-12-12 01:43:47+00:00,b'RT @CNN: What does Dr. Anthony Fauci really think of Donald Trump? Public health and politics collide on\xc2\xa0the next episode of Who\xe2\x80\x99s Talking\xe2\x80\xa6'
2022-12-12 01:43:46+00:00,b'RT @JamesBradleyCA: The violence and damage that was done in the name of George Floyd is far worse than anything that was allegedly done in\xe2\x80\xa6'
2022-12-12 01:43:46+00:00,b'RT @JamesBradleyCA: The violence and damage that was done in the name of George Floyd is far worse than anything that was allegedly done in\xe2\x80\xa6'
2022-12-12 01:43:45+00:00,"b'RT @MattJorg4543446: \xe2\x80\x9cBut this past week, her frustration was compounded by the fact that Paul\xe2\x80\x99s situation\xe2\x80\xa6became intensely politicized, es\xe2\x80\xa6'"
2022-12-12 01:43:45+00:00,"b'RT @stuartpstevens: To all the Tesla owners out there, do you really want to support a man who has Steve Bannon\xe2\x80\x99s politics with Donald Trum\xe2\x80\xa6'"
2022-12-12 01:43:43+00:00,b'@MonicaCrowley https://t.co/8eOmK8yrOO'
2022-12-12 01:43:41+00:00,b'RT @ericareport: BREAKING! Former United States Attorney Barbara McQuade says that there is enough evidence to charge Donald Trump with MAN\xe2\x80\xa6'
2022-12-12 01:43:41+00:00,b'RT @RepTroyNehls: Donald Trump knew the threat Yoel Roth posed to free speech over 2 years ago. \n\nHe was right all along. https://t.co/KyZr\xe2\x80\xa6'
2022-12-12 01:43:41+00:00,b'RT @ericareport: BREAKING! Former United States Attorney Barbara McQuade says that there is enough evidence to charge Donald Trump with MAN\xe2\x80\xa6'
2022-12-12 01:43:39+00:00,b'RT @ericareport: BREAKING! Former United States Attorney Barbara McQuade says that there is enough evidence to charge Donald Trump with MAN\xe2\x80\xa6'
2022-12-12 01:43:39+00:00,b'RT @NickAdamsinUSA: People forget that Donald Trump never took a salary while serving as our Commander in Chief.'
2022-12-12 01:43:38+00:00,b'RT @NickAdamsinUSA: People forget that Donald Trump never took a salary while serving as our Commander in Chief.'
2022-12-12 01:43:37+00:00,"b'RT @paul_lander: Donald Trump\xe2\x80\x99s \xe2\x80\x98Truth Social\xe2\x80\x99 is $6MM in the red\nIt\xe2\x80\x99s like a Trump casino, only without the buffet.'"
2022-12-12 01:43:36+00:00,"b'RT @stuartpstevens: To all the Tesla owners out there, do you really want to support a man who has Steve Bannon\xe2\x80\x99s politics with Donald Trum\xe2\x80\xa6'"
2022-12-12 01:43:35+00:00,b'@tvanouvelles Qui donc s\xe2\x80\x99en \xc3\xa9tait pris \xc3\xa0 Fauci \xf0\x9f\xa4\x94 ah ben oui le bon Donald Trump'
2022-12-12 01:43:34+00:00,b'RT @TheFungi669: Sources close to Donald Trump say that he\xe2\x80\x99ll choose Herschel Walker as his running mate.'
2022-12-12 01:43:34+00:00,"b'RT @emperoreaganite: I honestly don\xe2\x80\x99t know if Trump will win the GOP nomination again\xe2\x80\x94I\xe2\x80\x99d guess he has a 50%ish chance, give or take. \n\nBut\xe2\x80\xa6'"
2022-12-12 01:43:33+00:00,"b'Calling the #Biden Administration a ""regime"" doesn\'t make it one just like calling #DonaldTrump ""President"" doesn\'t\xe2\x80\xa6 https://t.co/Zxs6mii0XV'"
2022-12-12 01:43:31+00:00,b'RT @RepTroyNehls: Donald Trump knew the threat Yoel Roth posed to free speech over 2 years ago. \n\nHe was right all along. https://t.co/KyZr\xe2\x80\xa6'
2022-12-12 01:43:29+00:00,"b'RT @NickAdamsinUSA: Donald Trump is the greatest President we have ever had, and that includes Ronald Reagan. https://t.co/d5VYUOZgxc'"
2022-12-12 01:43:29+00:00,"b'RT @MAGAoriginalist: @ShellenbergerMD @StucknDaMid The more I know about the extent they took to remove Donald Trump from office, the more\xe2\x80\xa6'"
2022-12-12 01:43:28+00:00,"b'RT @ShellenbergerMD: 1. TWITTER FILES, PART 4\n\nThe Removal of Donald Trump: January 7\n\nAs the pressure builds, Twitter executives build the\xe2\x80\xa6'"
2022-12-12 01:43:28+00:00,b'RT @ericareport: BREAKING! Former United States Attorney Barbara McQuade says that there is enough evidence to charge Donald Trump with MAN\xe2\x80\xa6'
2022-12-12 01:43:27+00:00,"b'RT @itsJeffTiedrich: holy fucking shit, ""Donald Trump got banned from twitter after trying to overthrow his own government"" is not the expl\xe2\x80\xa6'"
2022-12-12 01:43:26+00:00,b'RT @ericareport: BREAKING! Former United States Attorney Barbara McQuade says that there is enough evidence to charge Donald Trump with MAN\xe2\x80\xa6'
2022-12-12 01:43:26+00:00,b'RT @ericareport: BREAKING! Former United States Attorney Barbara McQuade says that there is enough evidence to charge Donald Trump with MAN\xe2\x80\xa6'
